OTU ID	C3.110101	8.031003	2.071703	C11.092001	2.40301	7.051803	7.042002	7.070101	4.020701	7.030803	4.010402	4.011602	4.120403	C14.112902	4.112003	10.120602	2.062501	C11.120501	10.061303	8.111401	3.80403	3.052601	2.021503	8.050603	8.011403	7.112902.06.MC044	3.111301.MC026	7.010201.MC242	3.011101.MC225	C11.112101.MC085	C3.092002.MC079	C3.112902.MC078	C14.110102.MC102	2.051801.MC214	7.021304.MC295	10.100501.MC108	10.110901.MC063	2.081802.MC222	2.110501.MC018	7.100101.MC257	4.052802.MC029	7.081001.MC002	4.041101.MC293	7.111402.MC259	2.022002.06.MC210	3.70501.MC223	8.030605.MC276	8.040303.MC045	4.062101.MC043	8.121401.MC285	KEGG_Pathways
Inorganic ion transport and metabolism	4577	1590	4061	1624	5433	6237	2626	5023	3839	990	3349	2039	6763	16771	3412	805	2628	3000	334	4584	375	831	7474	4290	2236	9659	613	1230	2636	4937	3142	3451	11080	1623	1160	15873	5583	11208	9727	6747	7046	2531	2958	10938	253	12448	3093	3313	5433	3508	Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism
Inositol phosphate metabolism	1905	791	1913	643	2983	3008	1998	1846	2624	672	1297	1026	1844	6963	1611	535	1145	1324	121	1852	233	438	1566	1740	997	2782	359	340	2344	2899	1065	1276	3753	359	438	9052	1285	4480	3713	3389	2691	1298	1057	1455	155	7145	1237	1245	2221	1411	Metabolism; Carbohydrate Metabolism; Inositol phosphate metabolism
Insulin signaling pathway	1562	379	1333	783	1858	3146	950	2606	1494	422	935	585	3177	7419	1939	398	663	981	132	989	189	737	946	899	539	5043	306	272	1386	2122	1575	1037	5658	932	360	6803	3130	2274	2468	4531	2788	718	727	1310	111	5358	656	672	1870	700	Organismal Systems; Endocrine System; Insulin signaling pathway
Ion channels	423	285	417	36	610	5	168	154	177	25	309	449	266	723	490	210	442	483	25	939	8	9	675	841	472	355	68	205	272	174	127	458	54	12	157	9	33	2125	1609	1550	352	551	281	910	7	6	367	477	686	714	Environmental Information Processing; Signaling Molecules and Interaction; Ion channels
Isoflavonoid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoflavonoid biosynthesis
Isoquinoline alkaloid biosynthesis	1123	342	602	845	801	1969	1003	1314	1662	398	788	387	1176	3651	518	104	552	610	73	874	205	372	789	872	377	1973	134	244	743	1641	649	653	2465	321	251	4532	1208	2159	1895	2171	1524	547	734	1273	142	3559	681	523	1177	664	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoquinoline alkaloid biosynthesis
Leishmaniasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Leishmaniasis
Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Immune System; Leukocyte transendothelial migration
Limonene and pinene degradation	1450	352	1718	1261	2957	2493	1358	2097	1957	456	1029	610	3112	5498	1625	482	694	771	115	943	245	391	2908	948	525	3514	235	536	1349	1311	1083	1030	3693	670	300	2317	2254	2350	2360	1787	2379	638	1003	4149	137	1889	740	844	1399	914	Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation
Linoleic acid metabolism	1534	314	1887	627	2874	3525	1514	2118	1782	563	1055	439	2657	6576	1369	312	688	739	115	882	221	742	28	842	426	3341	198	196	1160	2422	1208	1023	4487	644	331	6790	2139	2138	2082	3273	2624	232	722	106	161	5385	561	453	1658	645	Metabolism; Lipid Metabolism; Linoleic acid metabolism
Lipid biosynthesis proteins	10865	3047	8793	6620	13034	19259	9366	13662	13000	3452	7512	4484	16395	40402	10089	2885	5328	6498	772	8456	1819	5078	7324	7966	4328	22331	1961	2565	8078	14158	7578	7167	26176	3866	2432	40886	13440	19533	18031	25242	16804	5318	6235	9979	910	32203	5828	4845	12674	6425	Metabolism; Lipid Metabolism; Lipid biosynthesis proteins
Lipid metabolism	1694	265	1663	1598	2666	3023	841	2442	1157	345	1271	482	3410	12004	2283	607	398	953	124	184	430	1085	3607	295	235	5226	374	598	1793	2736	1572	700	8666	962	231	6838	3355	373	1132	5996	4401	540	1263	5396	223	5412	1146	806	1938	261	Unclassified; Metabolism; Lipid metabolism
Lipoic acid metabolism	883	361	750	73	1280	1307	1190	757	2020	427	477	452	297	924	294	129	473	491	50	922	48	38	1059	892	472	344	104	299	335	1164	298	540	144	20	193	4516	46	2187	1660	662	682	443	364	1311	28	3553	856	688	702	676	Metabolism; Metabolism of Cofactors and Vitamins; Lipoic acid metabolism
Lipopolysaccharide biosynthesis	2411	884	1161	316	1757	7433	5630	3298	9362	2084	3352	202	507	897	320	124	122	25	156	1	837	105	5904	253	41	86	349	963	1813	7511	986	454	391	110	333	29349	1245	509	556	2138	2558	334	2779	9275	632	22858	4354	1632	117	279	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis
Lipopolysaccharide biosynthesis proteins	4567	1475	2729	1306	3687	15383	10607	8049	16820	3920	5243	832	5205	10174	2595	728	844	1411	358	1183	1129	549	8619	1241	849	5181	660	1614	3402	12119	2827	1962	5912	1075	830	45167	4722	2982	3274	7520	5792	991	4232	12956	794	35242	6120	2913	1981	1218	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis proteins
Long-term depression	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Nervous System; Long-term depression
Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Nervous System; Long-term potentiation
Lysine biosynthesis	18282	5613	14619	10787	19725	28689	11833	23530	15776	4422	12276	7429	32565	85921	16499	4120	10307	12686	1360	16625	2886	7414	8037	15399	8214	44381	2963	3551	12571	18977	13671	13784	55214	7553	4464	45640	26293	38536	35017	39844	29210	9196	10763	10491	1588	36177	6933	7784	24405	11825	Metabolism; Amino Acid Metabolism; Lysine biosynthesis
Lysine degradation	2016	581	2394	1825	4214	3380	1889	2336	2627	643	1531	629	3217	7385	1472	394	772	861	126	944	489	1029	5294	1059	566	3630	316	896	1822	2372	1238	1109	4683	703	351	4576	2492	2591	2546	3364	3369	681	1641	7781	173	3600	1624	1425	1838	1068	Metabolism; Amino Acid Metabolism; Lysine degradation
Lysosome	2539	566	1095	187	1165	7935	5697	3913	8919	2127	1740	786	2392	5198	1112	255	1142	946	226	1761	85	446	544	1633	890	2695	302	293	1632	6566	1475	1625	2532	315	562	26973	1048	4349	3642	4825	2425	1433	851	560	69	21029	2287	1072	2055	1294	Cellular Processes; Transport and Catabolism; Lysosome
MAPK signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signal Transduction; MAPK signaling pathway
MAPK signaling pathway - yeast	1175	338	1188	451	1909	2564	1580	1573	2278	571	835	358	1817	4324	629	166	580	557	86	891	171	386	294	864	470	1721	134	224	600	1514	694	835	2235	330	255	4526	1134	2083	1794	1172	1549	190	584	509	83	3593	614	532	1185	670	Environmental Information Processing; Signal Transduction; MAPK signaling pathway - yeast
Measles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Measles
Meiosis - yeast	309	235	100	11	9	4	53	76	48	17	203	270	236	282	0	19	427	367	22	866	1	8	2	784	380	67	21	9	9	22	81	436	26	0	141	8	5	1992	1406	56	116	120	168	4	19	0	63	308	617	611	Cellular Processes; Cell Growth and Death; Meiosis - yeast
Melanogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Endocrine System; Melanogenesis
Membrane and intracellular structural molecules	7452	1959	4180	2668	5828	18219	13015	9360	19908	4623	6352	2076	6135	23987	4040	1286	2082	3235	522	3110	1238	2326	13316	3233	1836	7336	1302	2352	6864	18753	3943	3251	14165	1080	1297	67716	4421	7692	6942	18282	11621	2612	5152	19961	831	52874	8100	4587	5433	2710	Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules
Metabolism of cofactors and vitamins	1469	595	1671	665	2681	1843	970	1272	1377	342	1353	819	1334	9386	1549	568	603	868	87	994	391	422	3367	1064	561	2742	344	779	1534	2362	884	726	5503	368	286	6841	1455	2567	2329	4154	3186	1065	1562	5044	389	5414	1176	1112	1835	868	Unclassified; Metabolism; Metabolism of cofactors and vitamins
Metabolism of xenobiotics by cytochrome P450	393	274	157	62	64	6	89	174	82	21	285	451	317	1338	509	232	482	438	31	881	43	42	1665	839	413	394	160	129	279	547	193	455	398	22	159	2263	76	2178	1675	324	559	439	451	2371	51	1834	307	628	713	783	Metabolism; Xenobiotics Biodegradation and Metabolism; Metabolism of xenobiotics by cytochrome P450
Methane metabolism	24084	5918	22025	15363	32106	44796	18409	34730	24938	6912	15393	8429	45659	126817	24625	5929	11497	14496	1844	15892	4035	11433	13936	15414	8340	64697	3915	5450	19479	29953	19752	16263	85816	11351	5308	72935	39028	37925	38008	66425	41629	10071	13675	19204	2457	58116	9599	9454	29423	11677	Metabolism; Energy Metabolism; Methane metabolism
Mineral absorption	49	1	304	13	553	0	3	8	2	0	133	6	5	120	16	3	8	5	0	4	0	0	40	0	1	4	1	3	6	30	18	12	23	7	3	0	2	20	22	85	66	114	67	11	34	0	11	4	10	8	Organismal Systems; Digestive System; Mineral absorption
Mismatch repair	15742	4808	11404	9218	14886	31088	11768	23911	15949	4635	10757	6606	30763	71413	16965	4067	8326	10671	1265	13167	2632	6935	8621	12487	6749	44495	2718	4245	11232	18359	13282	11686	49759	7791	3942	43418	27277	30498	29374	40546	24628	7907	9520	11724	1404	34228	6730	6751	20422	9504	Genetic Information Processing; Replication and Repair; Mismatch repair
N-Glycan biosynthesis	254	79	299	42	555	723	716	402	1195	246	247	89	27	1809	268	115	24	13	12	1	48	8	322	15	17	136	16	33	357	623	107	45	797	10	31	2250	65	40	30	338	481	51	178	408	42	1753	314	121	116	5	Metabolism; Glycan Biosynthesis and Metabolism; N-Glycan biosynthesis
NOD-like receptor signaling pathway	603	56	452	484	682	1397	618	994	908	229	327	57	1211	3041	558	103	116	178	52	8	95	365	256	70	45	1630	114	194	514	1338	571	277	2239	312	92	4524	1048	90	327	1965	1181	159	240	474	50	3552	256	154	533	19	Organismal Systems; Immune System; NOD-like receptor signaling pathway
Naphthalene degradation	2853	817	2715	1838	4031	4337	2242	3465	3153	800	1848	1461	4766	10715	2895	893	1690	1881	219	2752	357	830	1767	2589	1388	5776	586	606	1838	3136	1978	2221	6087	973	684	9088	3218	6412	5711	3029	4221	1565	1514	2324	224	7264	1078	1376	3580	2098	Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation
Neuroactive ligand-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signaling Molecules and Interaction; Neuroactive ligand-receptor interaction
Neurotrophin signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Nervous System; Neurotrophin signaling pathway
Nicotinate and nicotinamide metabolism	9835	3734	6909	4541	8552	14406	6709	11218	9099	2527	6588	4713	14706	37149	6749	1784	6653	7113	717	11682	1196	3667	6710	10927	5558	20743	1651	2298	6545	9958	6517	8194	22492	3174	2716	25059	11003	27889	23577	20528	14454	6752	6039	9348	658	19840	3937	5700	13651	8469	Metabolism; Metabolism of Cofactors and Vitamins; Nicotinate and nicotinamide metabolism
Nitrogen metabolism	14200	4191	11552	6895	16159	26244	11359	20413	16507	4365	10542	5187	25354	58049	14079	3608	6482	7748	1098	10124	2396	5264	10113	9679	5139	35302	2254	2936	9826	18424	11192	9702	39617	6342	3279	54579	22629	24345	23659	36464	21407	6699	9184	13913	1229	42908	8241	6431	16117	7605	Metabolism; Energy Metabolism; Nitrogen metabolism
Nitrotoluene degradation	1395	210	1859	1971	3439	2425	416	2204	524	181	893	151	3024	11734	1442	250	249	634	90	13	465	441	1119	161	40	5185	202	434	1281	1398	1302	558	8398	956	211	119	3410	215	1037	5831	3324	101	1107	1732	213	214	309	255	1627	40	Metabolism; Xenobiotics Biodegradation and Metabolism; Nitrotoluene degradation
Non-homologous end-joining	133	0	590	58	1085	0	6	2	20	0	141	12	10	410	38	24	24	16	0	2	4	0	1	0	0	17	18	4	36	46	68	30	119	14	4	2	9	43	58	256	175	6	76	7	4	0	22	6	44	16	Genetic Information Processing; Replication and Repair; Non-homologous end-joining
Notch signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signal Transduction; Notch signaling pathway
Novobiocin biosynthesis	2768	965	1785	1875	2224	4189	1903	3268	2769	717	2075	1199	4109	10977	2056	551	1646	1925	194	2717	489	1096	1650	2582	1275	5861	452	666	1956	3064	1809	2022	6994	950	691	6862	3446	6436	5613	6275	4150	1625	1881	2280	332	5415	1196	1342	3579	1948	Metabolism; Biosynthesis of Other Secondary Metabolites; Novobiocin biosynthesis
Nucleotide excision repair	8640	3268	6075	4292	7443	13611	5387	11116	7378	2123	5955	4306	14688	34805	7748	2051	5759	6591	667	9990	1214	3003	3640	9269	4789	20806	1505	1813	5011	8561	6384	7291	22833	3444	2434	20575	12067	23261	20144	19656	12275	5271	5238	4563	708	16197	3484	4412	12411	7126	Genetic Information Processing; Replication and Repair; Nucleotide excision repair
Nucleotide metabolism	1390	663	2245	576	3594	1901	702	1860	1176	295	1098	882	2330	2991	1385	356	968	994	99	1813	270	386	2444	1776	855	3371	205	484	782	636	1038	1214	2345	654	428	68	2354	4321	3780	4164	1699	626	1176	3739	109	105	460	1080	1805	1344	Unclassified; Metabolism; Nucleotide metabolism
Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Olfactory transduction
One carbon pool by folate	12154	3616	8550	7419	11971	21527	9841	16048	13875	3679	8371	4570	20145	46397	10908	2786	5905	7254	901	9461	1966	5110	6436	8871	4982	27408	1971	2779	9002	14920	8765	8234	30366	4731	2736	40929	16638	21792	20406	27285	18637	6185	6991	8213	1075	32286	6047	5180	13815	6891	Metabolism; Metabolism of Cofactors and Vitamins; One carbon pool by folate
Oocyte meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Growth and Death; Oocyte meiosis
Other glycan degradation	8100	2351	3931	1708	4210	19115	10260	11420	15955	4087	5287	3125	10759	24743	5373	1036	4676	4370	745	7947	347	2005	1607	7286	3721	15182	857	741	5146	16636	6060	6337	16497	2462	2178	67532	8323	18746	15943	18654	9934	3552	3091	2020	294	52693	6551	3990	8861	5737	Metabolism; Glycan Biosynthesis and Metabolism; Other glycan degradation
Other ion-coupled transporters	25050	6902	23110	15989	36293	43104	21526	32330	31413	7793	17187	8633	39404	96303	21389	5746	10641	13754	1789	16075	4803	9192	27337	15663	8433	51880	4132	6215	19682	34447	17589	15376	61798	9381	5149	97729	33339	38170	36797	57769	39345	9482	15336	38151	2738	77071	14442	12141	26910	12163	Unclassified; Cellular Processes and Signaling; Other ion-coupled transporters
Other transporters	4684	982	4199	2989	6224	10133	4081	7647	5901	1574	2813	1389	9596	20836	5161	1156	1602	2272	382	1972	846	2242	4509	2142	1150	13302	841	1594	3479	6637	4207	2828	15317	2526	935	18242	8650	4884	5784	13447	8209	1601	2572	6579	576	14458	2744	2006	5028	1512	Unclassified; Cellular Processes and Signaling; Other transporters
Other types of O-glycan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Glycan Biosynthesis and Metabolism; Other types of O-glycan biosynthesis
Others	18180	5362	16678	9247	22333	30932	13453	25184	15775	4631	11962	9051	37907	82052	23556	6660	9606	12191	1488	14469	2612	6830	15307	13699	8046	45822	3195	4928	12992	22124	14581	13945	52953	8227	4257	59221	28425	33351	31875	52543	28864	8150	10682	21023	1609	46917	9843	9140	21997	10689	Unclassified; Metabolism; Others
Oxidative phosphorylation	19899	4965	16464	11023	22938	43472	17035	31075	22517	6683	11871	6390	38528	99957	21004	4751	7944	10282	1569	11185	3068	8627	15625	11266	6254	55932	3450	4952	15422	27980	17119	12880	70017	10060	4313	75206	34685	27200	28785	50050	32972	7156	10522	19691	2153	59324	10628	8512	23316	8599	Metabolism; Energy Metabolism; Oxidative phosphorylation
PPAR signaling pathway	2887	1067	1814	1409	2506	4106	2350	3000	3814	907	1786	1337	2725	8479	1497	383	1920	1828	196	3492	207	768	500	3230	1584	4729	426	314	1713	3418	1662	2216	4614	648	786	11315	2121	8452	6887	3688	3459	1996	1340	565	171	8857	1302	1592	3695	2581	Organismal Systems; Endocrine System; PPAR signaling pathway
Pancreatic cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Cancers; Pancreatic cancer
Pancreatic secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Digestive System; Pancreatic secretion
Pantothenate and CoA biosynthesis	11927	3754	9788	7627	14245	19326	9379	14479	13018	3417	8581	4382	17868	54830	9186	2536	5913	7662	799	9458	2056	4796	7608	8926	4902	25324	2081	2904	10238	14046	8000	7788	33849	4164	2615	34168	14753	21950	20007	32307	19893	5998	7474	10095	1117	27011	5645	5437	14525	6825	Metabolism; Metabolism of Cofactors and Vitamins; Pantothenate and CoA biosynthesis
Parkinson's disease	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	33	9	5	24	Human Diseases; Neurodegenerative Diseases; Parkinson's disease
Pathogenic Escherichia coli infection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Pathogenic Escherichia coli infection
Pathways in cancer	593	126	486	500	811	1398	639	1015	947	232	453	144	1240	3064	791	200	132	182	45	9	158	358	614	85	61	1641	118	240	429	1023	520	269	2265	319	93	2288	1122	147	355	2024	1233	190	398	885	88	1805	378	243	541	40	Human Diseases; Cancers; Pathways in cancer
Penicillin and cephalosporin biosynthesis	314	76	605	64	1122	441	240	125	293	91	307	84	52	1822	290	111	31	182	20	73	54	16	143	18	78	409	41	41	280	1064	187	63	991	18	33	4496	90	106	192	402	549	515	260	28	71	3506	324	107	166	67	Metabolism; Biosynthesis of Other Secondary Metabolites; Penicillin and cephalosporin biosynthesis
Pentose and glucuronate interconversions	11924	1818	12730	5905	19149	30707	9868	21548	14008	4327	6215	3705	24244	57598	16099	3152	3590	4728	984	3770	1367	4568	8553	4059	1984	39077	1581	2029	7673	17775	12045	6734	43670	7501	2434	54400	25344	10116	13850	39442	18341	4321	5144	12281	954	42870	5852	3974	11141	2833	Metabolism; Carbohydrate Metabolism; Pentose and glucuronate interconversions
Pentose phosphate pathway	18769	4946	21591	9677	31733	34414	13495	27247	18069	5102	13387	7991	35707	84390	22559	5590	9185	11153	1438	13081	2728	8702	12814	12593	6734	50261	2792	4185	14943	21838	15863	13057	58219	9225	4302	56937	31461	31575	31146	48779	31000	8699	11021	17395	1456	45132	7378	7718	21614	9483	Metabolism; Carbohydrate Metabolism; Pentose phosphate pathway
Peptidases	37077	11362	29595	20931	39574	62116	29417	48263	40899	10744	25140	16125	62853	158814	34975	9344	20131	24218	2814	31748	5725	15470	23234	30255	16330	85040	6295	10193	26692	46619	27068	26814	101005	14236	8787	125129	49742	74778	68139	91978	58642	20581	22167	32732	3620	98674	16644	17318	46373	23038	Metabolism; Enzyme Families; Peptidases
Peptidoglycan biosynthesis	15606	5316	10998	9543	14443	23940	11750	18723	15784	4192	10847	7250	25534	71130	13805	3974	9250	11932	1119	15299	2457	6541	9491	14015	7955	33751	2718	3848	11134	17334	10543	11673	43924	5378	3772	38839	18957	34680	30559	37740	24806	8898	9787	11959	1301	30750	6863	7556	20531	10901	Metabolism; Glycan Biosynthesis and Metabolism; Peptidoglycan biosynthesis
Peroxisome	4459	1680	3094	1614	4434	6531	3729	4570	5787	1424	2844	1994	4487	12483	2061	548	2899	2999	299	5367	460	1191	2175	4878	2466	6926	652	666	2381	4950	2440	3430	6652	985	1194	15842	3343	12696	10380	6269	5567	2705	2326	2671	299	12538	2491	2567	5522	3889	Cellular Processes; Transport and Catabolism; Peroxisome
Pertussis	344	153	73	31	36	1163	888	510	1467	336	401	80	161	5	61	13	0	2	22	0	110	16	4056	123	4	31	78	382	274	1102	132	65	81	31	53	4511	268	274	259	268	469	92	636	6246	8	3532	895	760	8	176	Human Diseases; Infectious Diseases; Pertussis
Phagosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Transport and Catabolism; Phagosome
Phenylalanine metabolism	3275	772	2793	1964	4071	6460	3014	4402	4123	1108	2329	1130	5526	12249	3020	800	1348	1542	260	1809	566	1149	3461	1871	907	7057	612	737	2677	5687	2490	2034	8394	1292	679	18133	4635	4617	4616	7279	4921	1384	2099	5009	412	14212	1844	1485	3246	1480	Metabolism; Amino Acid Metabolism; Phenylalanine metabolism
"Phenylalanine, tyrosine and tryptophan biosynthesis"	18120	6108	12535	9283	15716	29763	12866	23501	17136	4806	12749	7112	31656	80644	14499	3567	10602	13147	1338	17634	2800	7563	9141	15987	8824	43259	2911	3021	13457	19245	13317	13968	52597	7215	4577	45625	25482	40613	36255	47999	27595	9155	11002	11422	1753	35807	7598	8486	24247	12646	"Metabolism; Amino Acid Metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis"
Phenylpropanoid biosynthesis	3930	1067	3500	1500	4797	7504	3745	4710	4687	1280	3507	1592	6799	18222	3088	833	2232	2023	286	3519	274	1088	1604	3319	1721	7165	441	441	2485	3639	2403	3172	8693	1267	957	6828	4218	8430	7214	20307	6760	1484	1885	2546	146	5358	2879	1987	4565	2546	Metabolism; Biosynthesis of Other Secondary Metabolites; Phenylpropanoid biosynthesis
Phosphatidylinositol signaling system	1730	629	840	673	811	2574	1743	1766	2457	601	1236	949	2107	6244	1416	495	1067	1406	128	1909	239	438	1114	1746	988	2464	356	478	1261	2795	955	1299	3410	324	429	9061	1171	4327	3529	3903	2501	1135	1040	1432	147	7115	983	957	2350	1373	Environmental Information Processing; Signal Transduction; Phosphatidylinositol signaling system
Phosphonate and phosphinate metabolism	1197	362	749	835	837	2275	1780	1708	2673	578	1019	487	2200	4531	984	293	654	802	100	985	211	382	959	887	555	1970	230	236	845	1978	798	906	2402	322	275	6787	1229	2211	1948	3683	1453	571	853	1289	105	5309	731	529	1334	724	Metabolism; Metabolism of Other Amino Acids; Phosphonate and phosphinate metabolism
Phosphotransferase system (PTS)	12146	3549	27305	3888	34464	19990	8596	19149	2411	1866	11026	11909	39273	60304	33979	9980	7206	8846	1085	9252	1406	3786	17524	9414	5784	40725	2180	5657	12843	7556	11903	11922	39349	7730	3075	3044	26008	24915	24517	20583	19426	12173	10635	25459	902	2197	2762	6930	17612	6572	Environmental Information Processing; Membrane Transport; Phosphotransferase system (PTS)
Photosynthesis	7878	2608	6879	4165	9240	11200	5517	8796	6955	1944	5235	3397	11769	40508	6291	1825	4370	5240	511	7428	950	2902	3202	6899	3744	16535	1228	1656	7193	8479	5017	5664	24177	2568	1852	18272	8945	17169	14984	25125	14032	4190	4506	4085	752	14431	3100	3494	10149	5301	Metabolism; Energy Metabolism; Photosynthesis
Photosynthesis - antenna proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins
Photosynthesis proteins	7881	2617	6885	4165	9248	11201	5517	8804	6955	1945	5235	3401	11778	40518	6296	1825	4384	5240	511	7428	951	2902	3474	6907	3744	16539	1238	1689	7196	8498	5017	5664	24212	2569	1852	18278	8953	17192	15004	25126	14099	4195	4533	4489	797	14434	3114	3553	10153	5305	Metabolism; Energy Metabolism; Photosynthesis proteins
Phototransduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Phototransduction
Phototransduction - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Sensory System; Phototransduction - fly
Plant-pathogen interaction	2564	506	2411	2194	3991	4558	1604	3625	2521	648	1840	765	4463	11008	2729	689	890	1127	175	960	471	1415	1544	1080	563	6746	385	784	2444	3110	2060	1298	8307	1267	451	6870	4329	2397	2861	10509	5388	934	1397	2349	231	5455	840	852	2534	771	Organismal Systems; Environmental Adaptation; Plant-pathogen interaction
Polycyclic aromatic hydrocarbon degradation	1980	718	1205	1127	1476	2597	1940	1821	2470	610	1464	1035	2802	8467	1781	718	1148	1509	134	1955	306	734	490	1754	1087	2600	399	518	1698	2619	977	1458	4297	331	426	6805	1237	4304	3489	5296	3197	1260	1145	348	135	5359	1064	910	2459	1394	Metabolism; Xenobiotics Biodegradation and Metabolism; Polycyclic aromatic hydrocarbon degradation
